m;eps;upper_bound;sum_of_unique_elements;DF_exp_sketch_sum;DF_exp_sketch_diff;Exp_sketch;Exp_sketch_diff
53; 0.00188679; 10000; 5.01019e+08; 5.01502e+08; 0.0962838; 5.06797e+08; 1.15313
53; 0.00188679; 10000; 5.02384e+08; 4.64793e+08; 7.48247; 4.70088e+08; 6.4285
53; 0.00188679; 10000; 4.99655e+08; 4.9681e+08; 0.56932; 5.02105e+08; 0.490412
53; 0.00188679; 10000; 5.01048e+08; 4.24644e+08; 15.2489; 4.29939e+08; 14.1921
53; 0.00188679; 10000; 4.99299e+08; 4.89817e+08; 1.89915; 4.95112e+08; 0.838666
53; 0.00188679; 10000; 4.99436e+08; 4.29492e+08; 14.0046; 4.34787e+08; 12.9444
53; 0.00188679; 10000; 5.00807e+08; 4.62584e+08; 7.63239; 4.67879e+08; 6.57509
53; 0.00188679; 10000; 4.99161e+08; 4.45418e+08; 10.7665; 4.50713e+08; 9.70576
53; 0.00188679; 10000; 5.01788e+08; 4.40392e+08; 12.2354; 4.45687e+08; 11.1802
53; 0.00188679; 10000; 5.00694e+08; 4.97406e+08; 0.656666; 5.02701e+08; 0.400867
53; 0.00188679; 10000; 5.00597e+08; 4.18649e+08; 16.3701; 4.23944e+08; 15.3124
53; 0.00188679; 10000; 4.9963e+08; 4.86657e+08; 2.59651; 4.91952e+08; 1.53673
53; 0.00188679; 10000; 5.00035e+08; 4.42604e+08; 11.4854; 4.47899e+08; 10.4265
53; 0.00188679; 10000; 5.00972e+08; 5.36962e+08; 7.18387; 5.42257e+08; 8.24081
53; 0.00188679; 10000; 4.99672e+08; 5.12353e+08; 2.53791; 5.17648e+08; 3.59761
53; 0.00188679; 10000; 5.00737e+08; 4.25295e+08; 15.0661; 4.3059e+08; 14.0087
53; 0.00188679; 10000; 4.98747e+08; 4.21851e+08; 15.4179; 4.27146e+08; 14.3562
53; 0.00188679; 10000; 4.9925e+08; 4.45011e+08; 10.864; 4.50306e+08; 9.80337
53; 0.00188679; 10000; 4.99813e+08; 4.43894e+08; 11.188; 4.49189e+08; 10.1286
53; 0.00188679; 10000; 4.9993e+08; 5.03896e+08; 0.79337; 5.09191e+08; 1.85252
53; 0.00188679; 10000; 4.99464e+08; 4.49302e+08; 10.0433; 4.54597e+08; 8.98316
53; 0.00188679; 10000; 4.98807e+08; 5.0387e+08; 1.01509; 5.09165e+08; 2.07662
53; 0.00188679; 10000; 4.997e+08; 5.15342e+08; 3.13033; 5.20637e+08; 4.18997
53; 0.00188679; 10000; 4.98383e+08; 4.25353e+08; 14.6534; 4.30648e+08; 13.5909
53; 0.00188679; 10000; 4.98873e+08; 3.91535e+08; 21.5162; 3.95854e+08; 20.6505
53; 0.00188679; 10000; 5.01146e+08; 4.62503e+08; 7.711; 4.67798e+08; 6.65442
53; 0.00188679; 10000; 5.00852e+08; 4.64326e+08; 7.29276; 4.69621e+08; 6.23556
53; 0.00188679; 10000; 5.00082e+08; 4.79939e+08; 4.02781; 4.85234e+08; 2.96899
53; 0.00188679; 10000; 4.99366e+08; 4.27071e+08; 14.4772; 4.32366e+08; 13.4169
53; 0.00188679; 10000; 5.00411e+08; 4.32876e+08; 13.496; 4.38171e+08; 12.4378
53; 0.00188679; 10000; 4.99961e+08; 4.50962e+08; 9.80053; 4.56257e+08; 8.74145
53; 0.00188679; 10000; 5.00425e+08; 4.6122e+08; 7.83432; 4.66515e+08; 6.77622
53; 0.00188679; 10000; 5.00819e+08; 5.12978e+08; 2.42778; 5.18273e+08; 3.48505
53; 0.00188679; 10000; 4.99277e+08; 5.07379e+08; 1.62273; 5.12674e+08; 2.68326
53; 0.00188679; 10000; 5.00215e+08; 4.76143e+08; 4.8123; 4.81438e+08; 3.75375
53; 0.00188679; 10000; 4.99291e+08; 4.8114e+08; 3.63529; 4.86435e+08; 2.57478
53; 0.00188679; 10000; 5.01024e+08; 4.07693e+08; 18.6281; 4.12988e+08; 17.5712
53; 0.00188679; 10000; 5.00122e+08; 4.51631e+08; 9.69592; 4.56926e+08; 8.63718
53; 0.00188679; 10000; 4.99267e+08; 4.93324e+08; 1.19047; 4.98619e+08; 0.129915
53; 0.00188679; 10000; 4.98503e+08; 4.32217e+08; 13.2972; 4.37512e+08; 12.235
53; 0.00188679; 10000; 4.99822e+08; 4.74316e+08; 5.10311; 4.79611e+08; 4.04373
53; 0.00188679; 10000; 5.00218e+08; 5.16245e+08; 3.20401; 5.2154e+08; 4.26255
53; 0.00188679; 10000; 4.99866e+08; 4.4013e+08; 11.9504; 4.45425e+08; 10.8911
53; 0.00188679; 10000; 4.99237e+08; 4.22792e+08; 15.3125; 4.28087e+08; 14.2519
53; 0.00188679; 10000; 4.99832e+08; 4.96864e+08; 0.593751; 5.02159e+08; 0.465605
53; 0.00188679; 10000; 4.99018e+08; 3.9096e+08; 21.6542; 3.96255e+08; 20.5931
53; 0.00188679; 10000; 5.00596e+08; 4.64079e+08; 7.29461; 4.69374e+08; 6.23687
53; 0.00188679; 10000; 5.00108e+08; 5.0541e+08; 1.06011; 5.10705e+08; 2.11889
53; 0.00188679; 10000; 4.98225e+08; 5.06134e+08; 1.58742; 5.11429e+08; 2.6502
53; 0.00188679; 10000; 5.01165e+08; 5.01456e+08; 0.0580429; 5.06751e+08; 1.11458
53; 0.00188679; 10000; 5.01806e+08; 4.77974e+08; 4.74914; 4.83269e+08; 3.69395
53; 0.00188679; 10000; 5.00236e+08; 5.35092e+08; 6.96782; 5.40387e+08; 8.02632
53; 0.00188679; 10000; 5.01376e+08; 4.71958e+08; 5.86735; 4.77253e+08; 4.81125
53; 0.00188679; 10000; 5.00538e+08; 5.01411e+08; 0.174299; 5.06706e+08; 1.23216
53; 0.00188679; 10000; 4.99753e+08; 4.77981e+08; 4.35664; 4.83276e+08; 3.29712
53; 0.00188679; 10000; 5.00415e+08; 4.9726e+08; 0.630543; 5.02555e+08; 0.427578
53; 0.00188679; 10000; 5.00404e+08; 5.14543e+08; 2.82541; 5.19838e+08; 3.88355
53; 0.00188679; 10000; 5.01204e+08; 5.0431e+08; 0.619737; 5.09605e+08; 1.67619
53; 0.00188679; 10000; 5.01386e+08; 4.57517e+08; 8.7497; 4.62812e+08; 7.69362
53; 0.00188679; 10000; 4.99116e+08; 4.57331e+08; 8.37189; 4.62626e+08; 7.31101
53; 0.00188679; 10000; 4.99864e+08; 4.72453e+08; 5.48373; 4.77748e+08; 4.42444
53; 0.00188679; 10000; 4.99143e+08; 4.51839e+08; 9.47706; 4.57134e+08; 8.41625
53; 0.00188679; 10000; 4.9955e+08; 4.62837e+08; 7.34922; 4.68132e+08; 6.28927
53; 0.00188679; 10000; 5.01144e+08; 4.35891e+08; 13.0207; 4.41186e+08; 11.9641
53; 0.00188679; 10000; 5.00477e+08; 4.89514e+08; 2.19046; 4.94809e+08; 1.13247
53; 0.00188679; 10000; 4.99492e+08; 4.36802e+08; 12.5508; 4.42097e+08; 11.4907
53; 0.00188679; 10000; 5.00499e+08; 4.85931e+08; 2.91065; 4.91226e+08; 1.8527
53; 0.00188679; 10000; 4.99468e+08; 4.53808e+08; 9.1417; 4.59103e+08; 8.08157
53; 0.00188679; 10000; 5.00832e+08; 5.1692e+08; 3.21231; 5.22215e+08; 4.26955
53; 0.00188679; 10000; 4.98887e+08; 4.45921e+08; 10.6168; 4.51216e+08; 9.55545
53; 0.00188679; 10000; 4.97785e+08; 4.31836e+08; 13.2486; 4.37131e+08; 12.1849
53; 0.00188679; 10000; 5.00815e+08; 4.52486e+08; 9.65019; 4.57781e+08; 8.59291
53; 0.00188679; 10000; 4.98986e+08; 4.61119e+08; 7.58875; 4.66414e+08; 6.5276
54; 0.00185185; 10000; 4.99926e+08; 5.04719e+08; 0.958764; 5.10114e+08; 2.03792
54; 0.00185185; 10000; 5.0036e+08; 5.27911e+08; 5.50614; 5.33306e+08; 6.58437
54; 0.00185185; 10000; 5.00361e+08; 4.11241e+08; 17.8111; 4.16636e+08; 16.7329
54; 0.00185185; 10000; 5.00327e+08; 4.97099e+08; 0.64505; 5.02494e+08; 0.433245
54; 0.00185185; 10000; 5.00879e+08; 4.64182e+08; 7.32644; 4.69577e+08; 6.24933
54; 0.00185185; 10000; 4.98154e+08; 4.00411e+08; 19.6211; 4.05806e+08; 18.5381
54; 0.00185185; 10000; 5.00783e+08; 4.69117e+08; 6.32326; 4.74512e+08; 5.24595
54; 0.00185185; 10000; 5.00361e+08; 5.09088e+08; 1.74405; 5.14483e+08; 2.82227
54; 0.00185185; 10000; 5.00022e+08; 4.83815e+08; 3.24117; 4.8921e+08; 2.16222
54; 0.00185185; 10000; 5.01206e+08; 4.84576e+08; 3.31805; 4.89971e+08; 2.24165
54; 0.00185185; 10000; 5.01515e+08; 4.26516e+08; 14.9546; 4.31911e+08; 13.8788
54; 0.00185185; 10000; 4.97364e+08; 4.80393e+08; 3.4123; 4.85788e+08; 2.32758
54; 0.00185185; 10000; 5.00123e+08; 5.03263e+08; 0.62777; 5.08658e+08; 1.7065
54; 0.00185185; 10000; 4.99157e+08; 4.08055e+08; 18.2511; 4.1345e+08; 17.1703
54; 0.00185185; 10000; 4.9997e+08; 4.51785e+08; 9.63746; 4.5718e+08; 8.55839
54; 0.00185185; 10000; 4.99875e+08; 4.53611e+08; 9.25496; 4.59006e+08; 8.17569
54; 0.00185185; 10000; 5.00684e+08; 4.99092e+08; 0.318099; 5.04487e+08; 0.759426
54; 0.00185185; 10000; 5.01031e+08; 5.0813e+08; 1.41682; 5.13525e+08; 2.4936
54; 0.00185185; 10000; 5.00018e+08; 4.35469e+08; 12.9093; 4.40864e+08; 11.8303
54; 0.00185185; 10000; 4.99997e+08; 4.59809e+08; 8.03758; 4.65204e+08; 6.95858
54; 0.00185185; 10000; 4.9899e+08; 4.86236e+08; 2.55607; 4.91631e+08; 1.47489
54; 0.00185185; 10000; 5.01112e+08; 4.03265e+08; 19.526; 4.0866e+08; 18.4493
54; 0.00185185; 10000; 5.01148e+08; 4.29569e+08; 14.283; 4.34964e+08; 13.2064
54; 0.00185185; 10000; 4.9953e+08; 5.2254e+08; 4.60638; 5.27935e+08; 5.68639
54; 0.00185185; 10000; 5.00236e+08; 5.13374e+08; 2.6263; 5.18769e+08; 3.7048
54; 0.00185185; 10000; 5.01977e+08; 4.99682e+08; 0.457249; 5.05077e+08; 0.617502
54; 0.00185185; 10000; 5.01222e+08; 5.42523e+08; 8.2401; 5.47918e+08; 9.31647
54; 0.00185185; 10000; 5.00143e+08; 4.16087e+08; 16.8065; 4.21482e+08; 15.7278
54; 0.00185185; 10000; 5.00358e+08; 4.78386e+08; 4.39133; 4.83781e+08; 3.3131
54; 0.00185185; 10000; 4.98805e+08; 4.77619e+08; 4.2472; 4.83014e+08; 3.16562
54; 0.00185185; 10000; 5.00292e+08; 4.17616e+08; 16.5254; 4.23011e+08; 15.4471
54; 0.00185185; 10000; 5.00739e+08; 4.83035e+08; 3.53567; 4.8843e+08; 2.45826
54; 0.00185185; 10000; 5.0012e+08; 4.39718e+08; 12.0776; 4.45113e+08; 10.9989
54; 0.00185185; 10000; 4.99487e+08; 3.98728e+08; 20.1725; 4.04123e+08; 19.0924
54; 0.00185185; 10000; 5.00491e+08; 5.15567e+08; 3.01223; 5.20962e+08; 4.09017
54; 0.00185185; 10000; 4.99428e+08; 4.90355e+08; 1.81655; 4.9575e+08; 0.736313
54; 0.00185185; 10000; 5.00524e+08; 5.03561e+08; 0.606823; 5.08956e+08; 1.68469
54; 0.00185185; 10000; 4.99262e+08; 5.62622e+08; 12.6906; 5.68017e+08; 13.7712
54; 0.00185185; 10000; 4.99008e+08; 4.97256e+08; 0.351057; 5.02651e+08; 0.730088
54; 0.00185185; 10000; 5.00154e+08; 4.53839e+08; 9.26015; 4.59234e+08; 8.18148
54; 0.00185185; 10000; 4.98893e+08; 5.03635e+08; 0.95052; 5.0903e+08; 2.03191
54; 0.00185185; 10000; 4.98856e+08; 4.26598e+08; 14.4847; 4.31993e+08; 13.4033
54; 0.00185185; 10000; 4.99001e+08; 4.70191e+08; 5.7736; 4.75586e+08; 4.69244
54; 0.00185185; 10000; 5.00209e+08; 4.33371e+08; 13.362; 4.38766e+08; 12.2835
54; 0.00185185; 10000; 5.00967e+08; 5.92422e+08; 18.2557; 5.97817e+08; 19.3326
54; 0.00185185; 10000; 4.99697e+08; 4.34104e+08; 13.1264; 4.39499e+08; 12.0468
54; 0.00185185; 10000; 5.0015e+08; 5.16479e+08; 3.26487; 5.21874e+08; 4.34354
54; 0.00185185; 10000; 4.99727e+08; 5.20845e+08; 4.22586; 5.2624e+08; 5.30545
54; 0.00185185; 10000; 4.9928e+08; 4.87398e+08; 2.37983; 4.92793e+08; 1.29928
54; 0.00185185; 10000; 5.0026e+08; 4.66147e+08; 6.8191; 4.71542e+08; 5.74066
54; 0.00185185; 10000; 4.99853e+08; 4.88341e+08; 2.30312; 4.93736e+08; 1.22381
54; 0.00185185; 10000; 4.99777e+08; 4.99676e+08; 0.0203752; 5.05071e+08; 1.05911
54; 0.00185185; 10000; 5.00577e+08; 5.43814e+08; 8.63752; 5.49209e+08; 9.71527
54; 0.00185185; 10000; 5.00188e+08; 4.80875e+08; 3.86117; 4.8627e+08; 2.78257
54; 0.00185185; 10000; 4.99229e+08; 5.27616e+08; 5.68604; 5.33011e+08; 6.76671
54; 0.00185185; 10000; 4.98563e+08; 4.05982e+08; 18.5695; 4.11377e+08; 17.4874
54; 0.00185185; 10000; 5.00362e+08; 4.66883e+08; 6.6911; 4.72278e+08; 5.61288
54; 0.00185185; 10000; 5.01012e+08; 4.73836e+08; 5.42428; 4.79231e+08; 4.34745
54; 0.00185185; 10000; 5.00119e+08; 4.97136e+08; 0.596633; 5.02531e+08; 0.48211
54; 0.00185185; 10000; 4.99805e+08; 5.19588e+08; 3.95815; 5.24983e+08; 5.03758
54; 0.00185185; 10000; 5.00169e+08; 4.11866e+08; 17.6548; 4.17261e+08; 16.5761
54; 0.00185185; 10000; 5.00063e+08; 4.73542e+08; 5.30344; 4.78937e+08; 4.22458
54; 0.00185185; 10000; 4.99582e+08; 4.85183e+08; 2.88225; 4.90578e+08; 1.80234
54; 0.00185185; 10000; 5.0038e+08; 4.49961e+08; 10.0761; 4.55356e+08; 8.99795
54; 0.00185185; 10000; 4.98786e+08; 4.72526e+08; 5.26474; 4.77921e+08; 4.18312
54; 0.00185185; 10000; 4.98591e+08; 4.4988e+08; 9.76973; 4.55275e+08; 8.68768
54; 0.00185185; 10000; 5.00605e+08; 4.52785e+08; 9.55248; 4.5818e+08; 8.47479
54; 0.00185185; 10000; 5.0042e+08; 4.90381e+08; 2.00606; 4.95776e+08; 0.927964
54; 0.00185185; 10000; 4.99062e+08; 4.59472e+08; 7.93294; 4.64867e+08; 6.85191
54; 0.00185185; 10000; 5.01037e+08; 4.85454e+08; 3.11007; 4.90849e+08; 2.0333
54; 0.00185185; 10000; 4.99791e+08; 4.76676e+08; 4.62485; 4.82071e+08; 3.5454
54; 0.00185185; 10000; 4.99513e+08; 4.93628e+08; 1.17832; 4.99023e+08; 0.0982735
54; 0.00185185; 10000; 5.00579e+08; 5.68166e+08; 13.5017; 5.73561e+08; 14.5794
54; 0.00185185; 10000; 5.00654e+08; 4.73877e+08; 5.3483; 4.79272e+08; 4.27071
54; 0.00185185; 10000; 5.01713e+08; 4.74861e+08; 5.35195; 4.80256e+08; 4.27663
54; 0.00185185; 10000; 4.98568e+08; 4.76001e+08; 4.52642; 4.81396e+08; 3.44432
54; 0.00185185; 10000; 4.99007e+08; 4.65977e+08; 6.61907; 4.71372e+08; 5.53792
54; 0.00185185; 10000; 5.00394e+08; 4.84536e+08; 3.16921; 4.89931e+08; 2.09106
54; 0.00185185; 10000; 5.02467e+08; 4.65369e+08; 7.38324; 4.70764e+08; 6.30953
54; 0.00185185; 10000; 4.99323e+08; 4.13481e+08; 17.1917; 4.18876e+08; 16.1112
54; 0.00185185; 10000; 5.00657e+08; 4.70586e+08; 6.00631; 4.75981e+08; 4.92873
54; 0.00185185; 10000; 4.98539e+08; 4.54842e+08; 8.765; 4.60237e+08; 7.68284
54; 0.00185185; 10000; 4.98607e+08; 4.56739e+08; 8.39712; 4.62134e+08; 7.31511
54; 0.00185185; 10000; 4.9999e+08; 4.23827e+08; 15.2328; 4.29222e+08; 14.1537
54; 0.00185185; 10000; 4.99721e+08; 4.64375e+08; 7.07313; 4.6977e+08; 5.99352
54; 0.00185185; 10000; 4.98221e+08; 4.84653e+08; 2.72333; 4.90048e+08; 1.64048
54; 0.00185185; 10000; 5.00337e+08; 5.01843e+08; 0.301046; 5.07238e+08; 1.37932
54; 0.00185185; 10000; 5.01376e+08; 4.86006e+08; 3.06561; 4.91401e+08; 1.98957
54; 0.00185185; 10000; 4.99037e+08; 4.69785e+08; 5.86177; 4.7518e+08; 4.78068
54; 0.00185185; 10000; 5.00497e+08; 5.11844e+08; 2.26725; 5.17239e+08; 3.34518
54; 0.00185185; 10000; 5.01064e+08; 4.35696e+08; 13.0459; 4.41091e+08; 11.9692
54; 0.00185185; 10000; 5.00198e+08; 4.71063e+08; 5.82467; 4.76458e+08; 4.7461
54; 0.00185185; 10000; 4.99739e+08; 4.2786e+08; 14.3833; 4.33255e+08; 13.3038
54; 0.00185185; 10000; 5.00695e+08; 4.74379e+08; 5.25584; 4.79774e+08; 4.17834
54; 0.00185185; 10000; 5.01019e+08; 5.39316e+08; 7.64393; 5.44711e+08; 8.72073
54; 0.00185185; 10000; 4.9953e+08; 4.81972e+08; 3.515; 4.87367e+08; 2.43498
54; 0.00185185; 10000; 5.01423e+08; 4.74341e+08; 5.40098; 4.79736e+08; 4.32504
54; 0.00185185; 10000; 4.99621e+08; 4.4717e+08; 10.4983; 4.52565e+08; 9.41845
54; 0.00185185; 10000; 4.98967e+08; 4.85141e+08; 2.77097; 4.90536e+08; 1.68974
54; 0.00185185; 10000; 5.00248e+08; 4.59864e+08; 8.07285; 4.65259e+08; 6.99438
55; 0.00181818; 10000; 5.00758e+08; 4.84184e+08; 3.30981; 4.89679e+08; 2.21247
55; 0.00181818; 10000; 5.01062e+08; 4.99853e+08; 0.241401; 5.05348e+08; 0.855269
55; 0.00181818; 10000; 5.00325e+08; 4.33215e+08; 13.4134; 4.3871e+08; 12.3151
55; 0.00181818; 10000; 5.00365e+08; 5.55264e+08; 10.9719; 5.60759e+08; 12.0701
55; 0.00181818; 10000; 4.99452e+08; 4.58584e+08; 8.18248; 4.64079e+08; 7.08227
55; 0.00181818; 10000; 5.01946e+08; 4.68671e+08; 6.62924; 4.74166e+08; 5.5345
55; 0.00181818; 10000; 5.01043e+08; 4.97728e+08; 0.661617; 5.03223e+08; 0.435095
55; 0.00181818; 10000; 5.01185e+08; 4.35397e+08; 13.1266; 4.40892e+08; 12.0302
55; 0.00181818; 10000; 4.99401e+08; 5.1598e+08; 3.31979; 5.21475e+08; 4.42011
55; 0.00181818; 10000; 4.99913e+08; 4.90918e+08; 1.79924; 4.96413e+08; 0.700049
55; 0.00181818; 10000; 5.00877e+08; 4.55315e+08; 9.09631; 4.6081e+08; 7.99923
55; 0.00181818; 10000; 4.98137e+08; 4.72376e+08; 5.17155; 4.77871e+08; 4.06844
55; 0.00181818; 10000; 4.99405e+08; 5.22091e+08; 4.54247; 5.27586e+08; 5.64278
55; 0.00181818; 10000; 5.00849e+08; 4.66675e+08; 6.82324; 4.7217e+08; 5.7261
55; 0.00181818; 10000; 5.00095e+08; 4.9227e+08; 1.56467; 4.97765e+08; 0.465882
55; 0.00181818; 10000; 5.00335e+08; 4.66953e+08; 6.67192; 4.72448e+08; 5.57365
55; 0.00181818; 10000; 5.0118e+08; 4.73386e+08; 5.54582; 4.78881e+08; 4.44941
55; 0.00181818; 10000; 5.0052e+08; 4.57445e+08; 8.60614; 4.6294e+08; 7.50828
55; 0.00181818; 10000; 4.99944e+08; 4.52876e+08; 9.41478; 4.58371e+08; 8.31566
55; 0.00181818; 10000; 5.0113e+08; 4.39796e+08; 12.239; 4.45291e+08; 11.1425
55; 0.00181818; 10000; 5.02673e+08; 4.52856e+08; 9.9105; 4.58351e+08; 8.81734
55; 0.00181818; 10000; 5.00408e+08; 4.97989e+08; 0.483401; 5.03484e+08; 0.614703
55; 0.00181818; 10000; 4.99439e+08; 5.02721e+08; 0.657266; 5.08216e+08; 1.7575
55; 0.00181818; 10000; 4.99308e+08; 4.52678e+08; 9.33894; 4.58173e+08; 8.23841
55; 0.00181818; 10000; 4.999e+08; 4.60902e+08; 7.8013; 4.66397e+08; 6.70208
55; 0.00181818; 10000; 4.99448e+08; 4.93624e+08; 1.166; 4.99119e+08; 0.0657826
55; 0.00181818; 10000; 5.00791e+08; 4.09092e+08; 18.3107; 4.14587e+08; 17.2135
55; 0.00181818; 10000; 4.98148e+08; 4.21945e+08; 15.2973; 4.2744e+08; 14.1942
55; 0.00181818; 10000; 5.00293e+08; 5.00958e+08; 0.133036; 5.06453e+08; 1.23139
55; 0.00181818; 10000; 4.99907e+08; 5.13837e+08; 2.78649; 5.19332e+08; 3.8857
55; 0.00181818; 10000; 4.99898e+08; 4.6699e+08; 6.58283; 4.72485e+08; 5.48361
55; 0.00181818; 10000; 4.99882e+08; 4.50267e+08; 9.92523; 4.55762e+08; 8.82597
55; 0.00181818; 10000; 5.00057e+08; 4.45298e+08; 10.9506; 4.50793e+08; 9.85171
55; 0.00181818; 10000; 5.00558e+08; 5.43758e+08; 8.6302; 5.49253e+08; 9.72797
55; 0.00181818; 10000; 4.98858e+08; 4.99652e+08; 0.159222; 5.05147e+08; 1.26074
55; 0.00181818; 10000; 5.01485e+08; 5.56591e+08; 10.9885; 5.62086e+08; 12.0842
55; 0.00181818; 10000; 4.98805e+08; 4.45785e+08; 10.6293; 4.5128e+08; 9.52772
55; 0.00181818; 10000; 4.99713e+08; 5.48458e+08; 9.75449; 5.53953e+08; 10.8541
55; 0.00181818; 10000; 5.00423e+08; 4.73911e+08; 5.29791; 4.79406e+08; 4.19984
55; 0.00181818; 10000; 5.01086e+08; 4.79776e+08; 4.25282; 4.85271e+08; 3.1562
55; 0.00181818; 10000; 5.01559e+08; 5.99658e+08; 19.5587; 6.05153e+08; 20.6542
55; 0.00181818; 10000; 4.98091e+08; 4.33509e+08; 12.9658; 4.39004e+08; 11.8626
55; 0.00181818; 10000; 5.00314e+08; 4.76856e+08; 4.68862; 4.82351e+08; 3.59031
55; 0.00181818; 10000; 5.01859e+08; 5.45676e+08; 8.73095; 5.51171e+08; 9.82588
55; 0.00181818; 10000; 4.99786e+08; 5.09736e+08; 1.99084; 5.15231e+08; 3.09031
55; 0.00181818; 10000; 5.00374e+08; 4.17273e+08; 16.6078; 4.22768e+08; 15.5097
55; 0.00181818; 10000; 5.0148e+08; 5.32995e+08; 6.28443; 5.3849e+08; 7.38018
55; 0.00181818; 10000; 4.99495e+08; 4.79182e+08; 4.06664; 4.84677e+08; 2.96653
55; 0.00181818; 10000; 4.99827e+08; 4.36957e+08; 12.5783; 4.42452e+08; 11.4789
55; 0.00181818; 10000; 5.00415e+08; 5.48425e+08; 9.59415; 5.5392e+08; 10.6922
55; 0.00181818; 10000; 5.0016e+08; 4.28163e+08; 14.3948; 4.33658e+08; 13.2961
55; 0.00181818; 10000; 5.00681e+08; 4.53439e+08; 9.43558; 4.58934e+08; 8.33807
55; 0.00181818; 10000; 5.01433e+08; 4.03177e+08; 19.5951; 4.08672e+08; 18.4992
55; 0.00181818; 10000; 4.99865e+08; 4.79797e+08; 4.01482; 4.85292e+08; 2.91553
55; 0.00181818; 10000; 4.99864e+08; 4.84349e+08; 3.10387; 4.89844e+08; 2.00457
55; 0.00181818; 10000; 5.01309e+08; 5.08128e+08; 1.36038; 5.13623e+08; 2.45651
55; 0.00181818; 10000; 4.99582e+08; 4.44375e+08; 11.0507; 4.4987e+08; 9.9508
55; 0.00181818; 10000; 4.99349e+08; 4.82455e+08; 3.38304; 4.8795e+08; 2.28261
55; 0.00181818; 10000; 4.99806e+08; 5.5918e+08; 11.8794; 5.64675e+08; 12.9788
55; 0.00181818; 10000; 4.98385e+08; 4.41335e+08; 11.447; 4.4683e+08; 10.3444
55; 0.00181818; 10000; 5.00522e+08; 4.9082e+08; 1.93829; 4.96315e+08; 0.840435
55; 0.00181818; 10000; 5.00662e+08; 4.72315e+08; 5.6618; 4.7781e+08; 4.56425
55; 0.00181818; 10000; 4.98613e+08; 5.30312e+08; 6.35744; 5.35807e+08; 7.4595
55; 0.00181818; 10000; 5.01247e+08; 4.34436e+08; 13.329; 4.39931e+08; 12.2327
55; 0.00181818; 10000; 5.00485e+08; 4.57423e+08; 8.60397; 4.62918e+08; 7.50603
55; 0.00181818; 10000; 5.01435e+08; 4.81831e+08; 3.90969; 4.87326e+08; 2.81384
55; 0.00181818; 10000; 4.99133e+08; 5.42674e+08; 8.72331; 5.48169e+08; 9.82422
55; 0.00181818; 10000; 4.99989e+08; 5.53658e+08; 10.7341; 5.59153e+08; 11.8331
55; 0.00181818; 10000; 4.99445e+08; 4.94578e+08; 0.974447; 5.00073e+08; 0.125775
55; 0.00181818; 10000; 4.98465e+08; 5.11233e+08; 2.5614; 5.16728e+08; 3.66379
55; 0.00181818; 10000; 5.00086e+08; 4.46479e+08; 10.7195; 4.51974e+08; 9.62072
55; 0.00181818; 10000; 5.00773e+08; 4.73513e+08; 5.44359; 4.79008e+08; 4.34628
55; 0.00181818; 10000; 5.00254e+08; 4.34868e+08; 13.0706; 4.40363e+08; 11.9722
55; 0.00181818; 10000; 5.0031e+08; 4.7012e+08; 6.03416; 4.75615e+08; 4.93584
55; 0.00181818; 10000; 5.00369e+08; 4.85229e+08; 3.0257; 4.90724e+08; 1.92751
55; 0.00181818; 10000; 5.00099e+08; 5.23828e+08; 4.74483; 5.29323e+08; 5.84361
55; 0.00181818; 10000; 5.00291e+08; 4.78263e+08; 4.40315; 4.83758e+08; 3.30479
55; 0.00181818; 10000; 5.01499e+08; 5.01571e+08; 0.0141935; 5.07066e+08; 1.10991
55; 0.00181818; 10000; 5.01412e+08; 4.31543e+08; 13.9343; 4.37038e+08; 12.8384
55; 0.00181818; 10000; 4.99644e+08; 4.75849e+08; 4.76236; 4.81344e+08; 3.66258
55; 0.00181818; 10000; 5.00495e+08; 4.61448e+08; 7.80168; 4.66943e+08; 6.70377
55; 0.00181818; 10000; 5.00254e+08; 4.83632e+08; 3.32287; 4.89127e+08; 2.22442
55; 0.00181818; 10000; 5.02169e+08; 4.44756e+08; 11.4331; 4.50251e+08; 10.3388
55; 0.00181818; 10000; 5.00325e+08; 4.32018e+08; 13.6525; 4.37513e+08; 12.5542
55; 0.00181818; 10000; 5.0032e+08; 4.83785e+08; 3.30494; 4.8928e+08; 2.20664
55; 0.00181818; 10000; 4.99745e+08; 5.24581e+08; 4.96978; 5.30076e+08; 6.06934
55; 0.00181818; 10000; 5.0018e+08; 4.56543e+08; 8.72424; 4.62038e+08; 7.62563
55; 0.00181818; 10000; 5.00111e+08; 5.25008e+08; 4.97838; 5.30503e+08; 6.07714
55; 0.00181818; 10000; 4.99704e+08; 5.11254e+08; 2.31141; 5.16749e+08; 3.41106
55; 0.00181818; 10000; 5.0012e+08; 4.49051e+08; 10.2113; 4.54546e+08; 9.11261
55; 0.00181818; 10000; 5.00599e+08; 4.94466e+08; 1.22506; 4.99961e+08; 0.127379
55; 0.00181818; 10000; 5.00751e+08; 5.20062e+08; 3.85638; 5.25557e+08; 4.95373
55; 0.00181818; 10000; 4.99089e+08; 5.30563e+08; 6.30628; 5.36058e+08; 7.40729
55; 0.00181818; 10000; 5.00639e+08; 4.64907e+08; 7.13745; 4.70402e+08; 6.03985
55; 0.00181818; 10000; 4.98617e+08; 5.62101e+08; 12.732; 5.67596e+08; 13.8341
