m;eps;upper_bound;sum_of_unique_elements;DF_exp_sketch_sum;DF_exp_sketch_diff;Exp_sketch;Exp_sketch_diff
4; 0.025; 10000; 5.00248e+08; 4.27541e+08; 14.5341; 4.27936e+08; 14.4551
4; 0.025; 10000; 4.98552e+08; 3.14049e+08; 37.0078; 3.14444e+08; 36.9285
4; 0.025; 10000; 4.99901e+08; 2.71132e+08; 45.7628; 2.71527e+08; 45.6838
4; 0.025; 10000; 5.00627e+08; 3.06797e+08; 38.7175; 3.07192e+08; 38.6386
4; 0.025; 10000; 4.98745e+08; 3.12165e+08; 37.4099; 3.1256e+08; 37.3307
4; 0.025; 10000; 4.99006e+08; 3.66964e+08; 26.461; 3.67359e+08; 26.3818
4; 0.025; 10000; 4.99672e+08; 3.05886e+08; 38.7826; 3.06281e+08; 38.7035
4; 0.025; 10000; 4.99663e+08; 2.40674e+08; 51.8327; 2.41069e+08; 51.7537
4; 0.025; 10000; 5.00463e+08; 2.57218e+08; 48.604; 2.57613e+08; 48.525
4; 0.025; 10000; 4.99064e+08; 1.97075e+08; 60.511; 1.9747e+08; 60.4319
4; 0.025; 10000; 5.00835e+08; 3.12998e+08; 37.5049; 3.13393e+08; 37.426
4; 0.025; 10000; 4.99309e+08; 2.68849e+08; 46.1559; 2.69244e+08; 46.0767
4; 0.025; 10000; 5.0052e+08; 2.52321e+08; 49.5882; 2.52716e+08; 49.5093
4; 0.025; 10000; 4.99801e+08; 3.99257e+08; 20.1168; 3.99652e+08; 20.0377
4; 0.025; 10000; 5.01404e+08; 2.91294e+08; 41.9043; 2.91689e+08; 41.8255
4; 0.025; 10000; 5.00024e+08; 3.4783e+08; 30.4374; 3.48225e+08; 30.3584
4; 0.025; 10000; 4.99662e+08; 2.94046e+08; 41.151; 2.94442e+08; 41.0719
4; 0.025; 10000; 4.99757e+08; 2.21007e+08; 55.7771; 2.21402e+08; 55.6981
4; 0.025; 10000; 4.99848e+08; 2.08013e+08; 58.3847; 2.08408e+08; 58.3057
4; 0.025; 10000; 4.98717e+08; 4.44859e+08; 10.7992; 4.45254e+08; 10.72
4; 0.025; 10000; 4.99904e+08; 2.68541e+08; 46.2816; 2.68936e+08; 46.2026
4; 0.025; 10000; 4.99593e+08; 2.57973e+08; 48.3634; 2.58368e+08; 48.2844
4; 0.025; 10000; 5.00426e+08; 3.28622e+08; 34.3315; 3.29017e+08; 34.2526
4; 0.025; 10000; 5.00315e+08; 2.61716e+08; 47.6897; 2.62111e+08; 47.6108
5; 0.02; 10000; 4.99236e+08; 3.15743e+08; 36.7546; 3.16238e+08; 36.6555
5; 0.02; 10000; 4.99627e+08; 3.88119e+08; 22.3181; 3.88614e+08; 22.219
5; 0.02; 10000; 5.00146e+08; 3.61681e+08; 27.6849; 3.62176e+08; 27.586
5; 0.02; 10000; 4.99517e+08; 3.59071e+08; 28.1164; 3.59566e+08; 28.0173
5; 0.02; 10000; 4.98884e+08; 2.07596e+08; 58.3879; 2.08091e+08; 58.2887
5; 0.02; 10000; 5.00138e+08; 2.64795e+08; 47.0557; 2.6529e+08; 46.9567
5; 0.02; 10000; 4.9839e+08; 2.96714e+08; 40.4655; 2.97209e+08; 40.3662
5; 0.02; 10000; 5.01139e+08; 2.45408e+08; 51.03; 2.45903e+08; 50.9312
5; 0.02; 10000; 5.0193e+08; 2.59681e+08; 48.2634; 2.60177e+08; 48.1648
5; 0.02; 10000; 5.00697e+08; 2.65939e+08; 46.8862; 2.66434e+08; 46.7874
5; 0.02; 10000; 5.0071e+08; 2.84359e+08; 43.2088; 2.84854e+08; 43.1099
5; 0.02; 10000; 5.01087e+08; 3.18885e+08; 36.3614; 3.1938e+08; 36.2626
5; 0.02; 10000; 5.00709e+08; 3.3587e+08; 32.921; 3.36365e+08; 32.8221
5; 0.02; 10000; 4.98943e+08; 3.26401e+08; 34.5815; 3.26896e+08; 34.4823
5; 0.02; 10000; 5.00105e+08; 3.55161e+08; 28.9828; 3.55656e+08; 28.8838
5; 0.02; 10000; 4.99302e+08; 2.70154e+08; 45.8936; 2.70649e+08; 45.7945
5; 0.02; 10000; 5.00369e+08; 3.52632e+08; 29.5256; 3.53127e+08; 29.4267
5; 0.02; 10000; 5.00027e+08; 2.51214e+08; 49.7599; 2.51709e+08; 49.6609
5; 0.02; 10000; 5.0041e+08; 2.94197e+08; 41.2089; 2.94692e+08; 41.1099
5; 0.02; 10000; 5.0202e+08; 2.17608e+08; 56.6535; 2.18103e+08; 56.5549
5; 0.02; 10000; 5.00767e+08; 2.54063e+08; 49.2653; 2.54558e+08; 49.1665
5; 0.02; 10000; 5.01607e+08; 2.25151e+08; 55.114; 2.25646e+08; 55.0153
5; 0.02; 10000; 5.0023e+08; 2.79457e+08; 44.1342; 2.79952e+08; 44.0353
5; 0.02; 10000; 5.00344e+08; 3.37428e+08; 32.5607; 3.37923e+08; 32.4618
5; 0.02; 10000; 5.00924e+08; 2.11277e+08; 57.8227; 2.11772e+08; 57.7238
5; 0.02; 10000; 4.99414e+08; 4.13548e+08; 17.1935; 4.14043e+08; 17.0943
5; 0.02; 10000; 5.01591e+08; 2.211e+08; 55.9203; 2.21595e+08; 55.8216
5; 0.02; 10000; 5.00481e+08; 1.91514e+08; 61.734; 1.92009e+08; 61.6351
5; 0.02; 10000; 5.00437e+08; 3.66231e+08; 26.8178; 3.66726e+08; 26.7189
5; 0.02; 10000; 4.99552e+08; 3.14248e+08; 37.094; 3.14743e+08; 36.9949
5; 0.02; 10000; 5.00228e+08; 2.92476e+08; 41.5315; 2.92971e+08; 41.4325
5; 0.02; 10000; 5.00181e+08; 2.38118e+08; 52.3937; 2.38613e+08; 52.2947
5; 0.02; 10000; 5.01648e+08; 3.24176e+08; 35.3778; 3.24671e+08; 35.2791
5; 0.02; 10000; 5.0077e+08; 3.3213e+08; 33.6761; 3.32625e+08; 33.5772
5; 0.02; 10000; 5.00096e+08; 3.72285e+08; 25.5572; 3.7278e+08; 25.4582
5; 0.02; 10000; 5.00719e+08; 4.02164e+08; 19.6827; 4.02659e+08; 19.5838
5; 0.02; 10000; 4.99854e+08; 2.99289e+08; 40.1246; 2.99784e+08; 40.0256
5; 0.02; 10000; 5.00365e+08; 2.44312e+08; 51.1734; 2.44807e+08; 51.0744
5; 0.02; 10000; 4.98809e+08; 3.30501e+08; 33.742; 3.30996e+08; 33.6428
5; 0.02; 10000; 4.99252e+08; 3.71439e+08; 25.6009; 3.71934e+08; 25.5017
5; 0.02; 10000; 5.00292e+08; 2.39598e+08; 52.1085; 2.40093e+08; 52.0095
5; 0.02; 10000; 5.00349e+08; 3.34836e+08; 33.0794; 3.35331e+08; 32.9805
5; 0.02; 10000; 5.00204e+08; 2.36803e+08; 52.6588; 2.37298e+08; 52.5598
5; 0.02; 10000; 5.00419e+08; 3.1715e+08; 36.6232; 3.17645e+08; 36.5243
5; 0.02; 10000; 5.01455e+08; 4.00412e+08; 20.15; 4.00907e+08; 20.0513
5; 0.02; 10000; 4.99777e+08; 2.22049e+08; 55.5704; 2.22544e+08; 55.4714
5; 0.02; 10000; 5.0122e+08; 2.36677e+08; 52.7799; 2.37172e+08; 52.6811
5; 0.02; 10000; 5.00612e+08; 2.84005e+08; 43.2684; 2.845e+08; 43.1696
5; 0.02; 10000; 5.00465e+08; 2.49416e+08; 50.1631; 2.49911e+08; 50.0642
5; 0.02; 10000; 4.99975e+08; 2.82783e+08; 43.4407; 2.83278e+08; 43.3417
5; 0.02; 10000; 5.00471e+08; 3.05551e+08; 38.9474; 3.06046e+08; 38.8485
5; 0.02; 10000; 5.01043e+08; 2.99863e+08; 40.1523; 3.00358e+08; 40.0535
5; 0.02; 10000; 5.00377e+08; 3.01744e+08; 39.6966; 3.02239e+08; 39.5977
5; 0.02; 10000; 4.99922e+08; 2.69701e+08; 46.0515; 2.70196e+08; 45.9524
5; 0.02; 10000; 5.00417e+08; 3.05339e+08; 38.983; 3.05834e+08; 38.8841
5; 0.02; 10000; 5.00759e+08; 3.17442e+08; 36.6079; 3.17937e+08; 36.509
5; 0.02; 10000; 4.99805e+08; 2.40231e+08; 51.9352; 2.40726e+08; 51.8361
5; 0.02; 10000; 5.00743e+08; 3.37102e+08; 32.6796; 3.37597e+08; 32.5807
5; 0.02; 10000; 4.99643e+08; 3.60856e+08; 27.7772; 3.61351e+08; 27.6781
5; 0.02; 10000; 5.01279e+08; 2.1747e+08; 56.6169; 2.17965e+08; 56.5182
5; 0.02; 10000; 5.00282e+08; 3.23008e+08; 35.4349; 3.23503e+08; 35.336
5; 0.02; 10000; 4.99562e+08; 2.79134e+08; 44.1242; 2.79629e+08; 44.0251
5; 0.02; 10000; 4.99214e+08; 2.80787e+08; 43.7542; 2.81282e+08; 43.655
5; 0.02; 10000; 5.00307e+08; 2.36599e+08; 52.7092; 2.37094e+08; 52.6103
5; 0.02; 10000; 4.99991e+08; 2.02939e+08; 59.4114; 2.03434e+08; 59.3124
5; 0.02; 10000; 4.99548e+08; 3.3882e+08; 32.1746; 3.39315e+08; 32.0756
5; 0.02; 10000; 4.98823e+08; 3.20978e+08; 35.6529; 3.21473e+08; 35.5537
5; 0.02; 10000; 4.99248e+08; 3.38973e+08; 32.1033; 3.39468e+08; 32.0042
5; 0.02; 10000; 5.00944e+08; 2.70429e+08; 46.016; 2.70924e+08; 45.9172
5; 0.02; 10000; 5.00201e+08; 2.7351e+08; 45.3199; 2.74005e+08; 45.2209
5; 0.02; 10000; 5.00289e+08; 3.34024e+08; 33.2337; 3.34519e+08; 33.1347
5; 0.02; 10000; 4.9932e+08; 4.4481e+08; 10.9168; 4.45305e+08; 10.8177
5; 0.02; 10000; 5.00193e+08; 3.24617e+08; 35.1016; 3.25112e+08; 35.0027
5; 0.02; 10000; 5.00103e+08; 2.73595e+08; 45.2923; 2.7409e+08; 45.1933
5; 0.02; 10000; 5.00896e+08; 3.35803e+08; 32.9595; 3.36298e+08; 32.8607
5; 0.02; 10000; 4.99935e+08; 3.28249e+08; 34.3416; 3.28744e+08; 34.2426
5; 0.02; 10000; 4.99575e+08; 3.58263e+08; 28.2864; 3.58758e+08; 28.1873
5; 0.02; 10000; 5.00384e+08; 2.04853e+08; 59.0608; 2.05348e+08; 58.9619
5; 0.02; 10000; 4.98406e+08; 3.78213e+08; 24.1154; 3.78708e+08; 24.0161
5; 0.02; 10000; 4.99585e+08; 3.37577e+08; 32.4286; 3.38072e+08; 32.3295
5; 0.02; 10000; 5.01932e+08; 3.70435e+08; 26.1982; 3.7093e+08; 26.0996
5; 0.02; 10000; 4.99777e+08; 2.49474e+08; 50.0828; 2.49969e+08; 49.9838
5; 0.02; 10000; 5.01179e+08; 3.88871e+08; 22.4088; 3.89366e+08; 22.31
5; 0.02; 10000; 5.00206e+08; 2.06405e+08; 58.7361; 2.069e+08; 58.6371
5; 0.02; 10000; 4.99244e+08; 3.36111e+08; 32.676; 3.36606e+08; 32.5768
5; 0.02; 10000; 5.00096e+08; 3.30036e+08; 34.0054; 3.30531e+08; 33.9064
5; 0.02; 10000; 5.00829e+08; 3.54359e+08; 29.2455; 3.54854e+08; 29.1467
5; 0.02; 10000; 5.00071e+08; 3.4109e+08; 31.7917; 3.41585e+08; 31.6927
5; 0.02; 10000; 4.98956e+08; 2.93351e+08; 41.2069; 2.93847e+08; 41.1077
5; 0.02; 10000; 4.98994e+08; 2.83806e+08; 43.1244; 2.84301e+08; 43.0252
5; 0.02; 10000; 4.99629e+08; 2.88132e+08; 42.3309; 2.88627e+08; 42.2318
5; 0.02; 10000; 5.02357e+08; 2.55722e+08; 49.0957; 2.56217e+08; 48.9971
5; 0.02; 10000; 4.99431e+08; 2.69765e+08; 45.9855; 2.7026e+08; 45.8864
5; 0.02; 10000; 5.00457e+08; 2.10005e+08; 58.0373; 2.105e+08; 57.9384
5; 0.02; 10000; 4.99079e+08; 3.26662e+08; 34.547; 3.27157e+08; 34.4478
5; 0.02; 10000; 5.00548e+08; 3.45855e+08; 30.9048; 3.4635e+08; 30.8059
5; 0.02; 10000; 5.00621e+08; 2.20128e+08; 56.0289; 2.20623e+08; 55.93
5; 0.02; 10000; 4.98894e+08; 2.45215e+08; 50.8483; 2.4571e+08; 50.7491
5; 0.02; 10000; 5.01055e+08; 3.21498e+08; 35.8357; 3.21993e+08; 35.7369
5; 0.02; 10000; 5.0138e+08; 2.81984e+08; 43.7585; 2.82479e+08; 43.6598
6; 0.0166667; 10000; 4.99682e+08; 2.95334e+08; 40.8957; 2.95929e+08; 40.7766
6; 0.0166667; 10000; 4.99542e+08; 3.4112e+08; 31.7134; 3.41715e+08; 31.5943
6; 0.0166667; 10000; 5.00215e+08; 3.24421e+08; 35.1436; 3.25016e+08; 35.0247
6; 0.0166667; 10000; 5.00601e+08; 3.27493e+08; 34.5799; 3.28088e+08; 34.4611
6; 0.0166667; 10000; 4.99223e+08; 3.88774e+08; 22.1243; 3.89369e+08; 22.0051
6; 0.0166667; 10000; 4.98535e+08; 4.03525e+08; 19.0578; 4.0412e+08; 18.9385
6; 0.0166667; 10000; 5.00379e+08; 3.8172e+08; 23.7137; 3.82315e+08; 23.5948
6; 0.0166667; 10000; 4.99902e+08; 3.30369e+08; 33.9134; 3.30964e+08; 33.7943
6; 0.0166667; 10000; 5.00817e+08; 3.54254e+08; 29.2647; 3.54849e+08; 29.1459
6; 0.0166667; 10000; 4.99582e+08; 3.23139e+08; 35.318; 3.23734e+08; 35.1989
6; 0.0166667; 10000; 4.97932e+08; 3.14224e+08; 36.8942; 3.14819e+08; 36.7747
6; 0.0166667; 10000; 5.01816e+08; 2.74771e+08; 45.2446; 2.75366e+08; 45.126
6; 0.0166667; 10000; 4.99545e+08; 2.00321e+08; 59.8993; 2.00916e+08; 59.7802
6; 0.0166667; 10000; 4.9911e+08; 3.48189e+08; 30.2381; 3.48784e+08; 30.1189
6; 0.0166667; 10000; 4.99982e+08; 3.26785e+08; 34.6407; 3.2738e+08; 34.5217
6; 0.0166667; 10000; 5.0157e+08; 3.31692e+08; 33.8693; 3.32287e+08; 33.7506
6; 0.0166667; 10000; 4.98273e+08; 4.27701e+08; 14.1633; 4.28296e+08; 14.0439
6; 0.0166667; 10000; 4.98267e+08; 3.00072e+08; 39.7769; 3.00667e+08; 39.6575
6; 0.0166667; 10000; 4.99789e+08; 4.4397e+08; 11.1686; 4.44565e+08; 11.0496
6; 0.0166667; 10000; 5.01868e+08; 2.2286e+08; 55.5939; 2.23455e+08; 55.4753
6; 0.0166667; 10000; 4.99839e+08; 3.37805e+08; 32.4173; 3.384e+08; 32.2983
6; 0.0166667; 10000; 4.99674e+08; 2.86464e+08; 42.6699; 2.87059e+08; 42.5508
6; 0.0166667; 10000; 5.00632e+08; 3.55958e+08; 28.8983; 3.56553e+08; 28.7794
6; 0.0166667; 10000; 5.00134e+08; 3.63271e+08; 27.3652; 3.63866e+08; 27.2462
6; 0.0166667; 10000; 5.02429e+08; 2.4635e+08; 50.9681; 2.46945e+08; 50.8497
6; 0.0166667; 10000; 5.01093e+08; 3.52186e+08; 29.7163; 3.52781e+08; 29.5976
6; 0.0166667; 10000; 5.01029e+08; 3.50676e+08; 30.0089; 3.51271e+08; 29.8901
6; 0.0166667; 10000; 4.99918e+08; 3.65442e+08; 26.8996; 3.66037e+08; 26.7806
6; 0.0166667; 10000; 4.99956e+08; 3.68599e+08; 26.2736; 3.69194e+08; 26.1546
6; 0.0166667; 10000; 4.99886e+08; 2.63818e+08; 47.2245; 2.64413e+08; 47.1054
6; 0.0166667; 10000; 4.99233e+08; 3.23733e+08; 35.1538; 3.24328e+08; 35.0346
6; 0.0166667; 10000; 4.989e+08; 3.52138e+08; 29.4172; 3.52733e+08; 29.298
6; 0.0166667; 10000; 4.99583e+08; 2.93184e+08; 41.3143; 2.93779e+08; 41.1952
6; 0.0166667; 10000; 4.99758e+08; 3.58559e+08; 28.2533; 3.59154e+08; 28.1343
6; 0.0166667; 10000; 4.9948e+08; 3.054e+08; 38.8563; 3.05995e+08; 38.7372
6; 0.0166667; 10000; 5.01023e+08; 2.85106e+08; 43.0952; 2.85701e+08; 42.9765
6; 0.0166667; 10000; 4.99894e+08; 3.43999e+08; 31.1856; 3.44594e+08; 31.0666
6; 0.0166667; 10000; 5.00488e+08; 3.66686e+08; 26.7344; 3.67281e+08; 26.6155
6; 0.0166667; 10000; 5.02503e+08; 4.46748e+08; 11.0954; 4.47343e+08; 10.977
6; 0.0166667; 10000; 4.99586e+08; 3.12822e+08; 37.3839; 3.13417e+08; 37.2648
6; 0.0166667; 10000; 4.98121e+08; 3.41435e+08; 31.4554; 3.4203e+08; 31.3359
6; 0.0166667; 10000; 4.99011e+08; 2.34628e+08; 52.9813; 2.35223e+08; 52.8621
6; 0.0166667; 10000; 5.00111e+08; 3.29939e+08; 34.0268; 3.30534e+08; 33.9078
6; 0.0166667; 10000; 5.00851e+08; 3.6264e+08; 27.5952; 3.63235e+08; 27.4764
6; 0.0166667; 10000; 5.00849e+08; 3.588e+08; 28.3617; 3.59395e+08; 28.2429
6; 0.0166667; 10000; 4.99393e+08; 3.16539e+08; 36.6152; 3.17134e+08; 36.4961
6; 0.0166667; 10000; 4.98445e+08; 2.91141e+08; 41.59; 2.91736e+08; 41.4707
6; 0.0166667; 10000; 4.98494e+08; 4.20572e+08; 15.6314; 4.21167e+08; 15.512
6; 0.0166667; 10000; 4.9995e+08; 3.16367e+08; 36.7203; 3.16962e+08; 36.6013
6; 0.0166667; 10000; 4.98896e+08; 2.84099e+08; 43.0544; 2.84694e+08; 42.9351
6; 0.0166667; 10000; 5.02141e+08; 3.02952e+08; 39.668; 3.03547e+08; 39.5495
6; 0.0166667; 10000; 5.00303e+08; 3.33376e+08; 33.365; 3.33971e+08; 33.2461
6; 0.0166667; 10000; 5.01393e+08; 2.9615e+08; 40.9344; 2.96745e+08; 40.8158
6; 0.0166667; 10000; 5.0021e+08; 3.93398e+08; 21.3535; 3.93993e+08; 21.2346
6; 0.0166667; 10000; 5.00509e+08; 3.16084e+08; 36.8474; 3.16679e+08; 36.7285
6; 0.0166667; 10000; 5.00338e+08; 3.36779e+08; 32.6897; 3.37374e+08; 32.5708
6; 0.0166667; 10000; 5.00181e+08; 3.65975e+08; 26.8315; 3.6657e+08; 26.7126
6; 0.0166667; 10000; 5.00764e+08; 3.30311e+08; 34.0387; 3.30906e+08; 33.9198
6; 0.0166667; 10000; 4.98494e+08; 2.47546e+08; 50.3413; 2.48141e+08; 50.222
6; 0.0166667; 10000; 5.00857e+08; 2.93573e+08; 41.3858; 2.94168e+08; 41.267
6; 0.0166667; 10000; 4.9977e+08; 2.61626e+08; 47.6507; 2.62221e+08; 47.5317
6; 0.0166667; 10000; 4.99202e+08; 3.05516e+08; 38.7991; 3.06111e+08; 38.6799
6; 0.0166667; 10000; 4.99423e+08; 2.61846e+08; 47.5702; 2.62441e+08; 47.451
6; 0.0166667; 10000; 4.99495e+08; 3.58764e+08; 28.1748; 3.59359e+08; 28.0557
6; 0.0166667; 10000; 5.0019e+08; 3.15356e+08; 36.9529; 3.15951e+08; 36.8339
6; 0.0166667; 10000; 5.00141e+08; 3.53742e+08; 29.2716; 3.54337e+08; 29.1526
6; 0.0166667; 10000; 4.99612e+08; 3.71247e+08; 25.6929; 3.71842e+08; 25.5738
6; 0.0166667; 10000; 5.00012e+08; 3.21682e+08; 35.6651; 3.22277e+08; 35.5461
6; 0.0166667; 10000; 5.00331e+08; 3.70155e+08; 26.018; 3.7075e+08; 25.899
6; 0.0166667; 10000; 4.98676e+08; 3.80509e+08; 23.6961; 3.81104e+08; 23.5768
6; 0.0166667; 10000; 5.00548e+08; 4.23287e+08; 15.4353; 4.23882e+08; 15.3164
6; 0.0166667; 10000; 5.01123e+08; 3.16277e+08; 36.8864; 3.16872e+08; 36.7677
6; 0.0166667; 10000; 4.99319e+08; 3.1576e+08; 36.7619; 3.16355e+08; 36.6427
6; 0.0166667; 10000; 4.98175e+08; 4.47179e+08; 10.2366; 4.47774e+08; 10.1171
6; 0.0166667; 10000; 5.00141e+08; 3.48192e+08; 30.3811; 3.48788e+08; 30.2622
6; 0.0166667; 10000; 4.99141e+08; 4.17379e+08; 16.3804; 4.17975e+08; 16.2612
6; 0.0166667; 10000; 5.0115e+08; 4.48294e+08; 10.5469; 4.48889e+08; 10.4282
6; 0.0166667; 10000; 5.00675e+08; 2.5645e+08; 48.7791; 2.57045e+08; 48.6603
6; 0.0166667; 10000; 5.00301e+08; 3.86395e+08; 22.7675; 3.8699e+08; 22.6486
6; 0.0166667; 10000; 4.98162e+08; 3.29798e+08; 33.7972; 3.30393e+08; 33.6777
6; 0.0166667; 10000; 5.01659e+08; 3.45319e+08; 31.1645; 3.45914e+08; 31.0459
6; 0.0166667; 10000; 5.00439e+08; 3.89698e+08; 22.1288; 3.90293e+08; 22.0099
6; 0.0166667; 10000; 5.01292e+08; 3.47939e+08; 30.5915; 3.48534e+08; 30.4728
6; 0.0166667; 10000; 4.98877e+08; 2.3539e+08; 52.8161; 2.35985e+08; 52.6968
6; 0.0166667; 10000; 5.00573e+08; 3.12023e+08; 37.6668; 3.12618e+08; 37.548
6; 0.0166667; 10000; 5.00896e+08; 3.66009e+08; 26.929; 3.66604e+08; 26.8102
6; 0.0166667; 10000; 4.99408e+08; 4.17427e+08; 16.4156; 4.18022e+08; 16.2965
6; 0.0166667; 10000; 4.99109e+08; 3.89434e+08; 21.9741; 3.90029e+08; 21.8549
6; 0.0166667; 10000; 5.01301e+08; 3.43991e+08; 31.3803; 3.44586e+08; 31.2616
6; 0.0166667; 10000; 5.01452e+08; 2.87588e+08; 42.6489; 2.88183e+08; 42.5303
6; 0.0166667; 10000; 5.00143e+08; 2.91674e+08; 41.6819; 2.92269e+08; 41.5629
6; 0.0166667; 10000; 5.00898e+08; 2.79885e+08; 44.1233; 2.8048e+08; 44.0045
6; 0.0166667; 10000; 4.99381e+08; 3.2461e+08; 34.9976; 3.25205e+08; 34.8784
6; 0.0166667; 10000; 4.99499e+08; 4.44886e+08; 10.9337; 4.45481e+08; 10.8146
6; 0.0166667; 10000; 4.99565e+08; 3.73299e+08; 25.2752; 3.73894e+08; 25.1561
6; 0.0166667; 10000; 4.99894e+08; 3.66336e+08; 26.7172; 3.66931e+08; 26.5982
6; 0.0166667; 10000; 5.01139e+08; 3.1632e+08; 36.8798; 3.16915e+08; 36.761
6; 0.0166667; 10000; 5.0087e+08; 2.49845e+08; 50.1178; 2.5044e+08; 49.999
6; 0.0166667; 10000; 5.02187e+08; 2.84644e+08; 43.3192; 2.85239e+08; 43.2007
6; 0.0166667; 10000; 5.01622e+08; 4.17101e+08; 16.8496; 4.17696e+08; 16.7309
7; 0.0142857; 10000; 4.99646e+08; 3.78438e+08; 24.2588; 3.79133e+08; 24.1197
7; 0.0142857; 10000; 4.99146e+08; 5.54152e+08; 11.0202; 5.54847e+08; 11.1594
7; 0.0142857; 10000; 4.99388e+08; 3.53858e+08; 29.1418; 3.54553e+08; 29.0026
7; 0.0142857; 10000; 5.02269e+08; 3.69824e+08; 26.3693; 3.70519e+08; 26.231
7; 0.0142857; 10000; 4.99689e+08; 4.0824e+08; 18.3011; 4.08935e+08; 18.162
7; 0.0142857; 10000; 5.00634e+08; 4.37922e+08; 12.5266; 4.38617e+08; 12.3877
7; 0.0142857; 10000; 4.99499e+08; 3.87846e+08; 22.3531; 3.88541e+08; 22.2139
7; 0.0142857; 10000; 5.0114e+08; 4.57893e+08; 8.62972; 4.58588e+08; 8.49103
7; 0.0142857; 10000; 4.99707e+08; 2.29745e+08; 54.0241; 2.3044e+08; 53.885
7; 0.0142857; 10000; 5.00576e+08; 3.1672e+08; 36.7289; 3.17415e+08; 36.5901
7; 0.0142857; 10000; 5.00547e+08; 3.93708e+08; 21.3445; 3.94403e+08; 21.2057
7; 0.0142857; 10000; 4.9984e+08; 4.91726e+08; 1.62322; 4.92421e+08; 1.48417
7; 0.0142857; 10000; 4.99733e+08; 3.73066e+08; 25.3469; 3.73761e+08; 25.2078
7; 0.0142857; 10000; 5.01574e+08; 4.51267e+08; 10.0298; 4.51962e+08; 9.89123
7; 0.0142857; 10000; 5.00211e+08; 4.05343e+08; 18.9655; 4.06038e+08; 18.8266
7; 0.0142857; 10000; 5.00763e+08; 4.06028e+08; 18.9182; 4.06723e+08; 18.7794
7; 0.0142857; 10000; 4.98965e+08; 4.20335e+08; 15.7586; 4.2103e+08; 15.6193
7; 0.0142857; 10000; 5.00085e+08; 3.84857e+08; 23.0417; 3.85552e+08; 22.9027
7; 0.0142857; 10000; 5.00571e+08; 3.87706e+08; 22.5473; 3.88401e+08; 22.4084
7; 0.0142857; 10000; 5.00342e+08; 4.12561e+08; 17.544; 4.13256e+08; 17.4051
7; 0.0142857; 10000; 4.97408e+08; 5.5148e+08; 10.8708; 5.52175e+08; 11.0106
7; 0.0142857; 10000; 4.99412e+08; 4.66821e+08; 6.52579; 4.67516e+08; 6.38663
7; 0.0142857; 10000; 4.99125e+08; 3.01208e+08; 39.6527; 3.01903e+08; 39.5134
7; 0.0142857; 10000; 5.00735e+08; 3.17419e+08; 36.6095; 3.18114e+08; 36.4707
7; 0.0142857; 10000; 4.98913e+08; 3.45428e+08; 30.7639; 3.46123e+08; 30.6245
7; 0.0142857; 10000; 4.98559e+08; 4.05833e+08; 18.5987; 4.06528e+08; 18.4593
7; 0.0142857; 10000; 5.00553e+08; 3.62624e+08; 27.5553; 3.63319e+08; 27.4165
7; 0.0142857; 10000; 4.99978e+08; 3.99032e+08; 20.19; 3.99727e+08; 20.051
7; 0.0142857; 10000; 4.98666e+08; 3.76146e+08; 24.5695; 3.76841e+08; 24.4301
7; 0.0142857; 10000; 4.99984e+08; 4.22945e+08; 15.4082; 4.2364e+08; 15.2692
7; 0.0142857; 10000; 4.99763e+08; 3.23132e+08; 35.343; 3.23827e+08; 35.2039
7; 0.0142857; 10000; 5.00064e+08; 3.16785e+08; 36.6511; 3.1748e+08; 36.5121
7; 0.0142857; 10000; 5.0066e+08; 3.97224e+08; 20.6599; 3.97919e+08; 20.5211
7; 0.0142857; 10000; 4.99915e+08; 3.05641e+08; 38.8613; 3.06336e+08; 38.7223
7; 0.0142857; 10000; 4.99472e+08; 3.56521e+08; 28.6204; 3.57216e+08; 28.4813
7; 0.0142857; 10000; 5.00309e+08; 4.5192e+08; 9.67196; 4.52615e+08; 9.53305
7; 0.0142857; 10000; 5.00817e+08; 3.60707e+08; 27.9764; 3.61402e+08; 27.8377
7; 0.0142857; 10000; 5.00731e+08; 5.02193e+08; 0.291965; 5.02888e+08; 0.430764
7; 0.0142857; 10000; 5.00613e+08; 4.03251e+08; 19.4486; 4.03946e+08; 19.3098
7; 0.0142857; 10000; 4.9937e+08; 3.60481e+08; 27.8127; 3.61177e+08; 27.6736
7; 0.0142857; 10000; 5.0039e+08; 2.84593e+08; 43.1258; 2.85288e+08; 42.9869
7; 0.0142857; 10000; 5.00906e+08; 4.74685e+08; 5.23473; 4.7538e+08; 5.09598
7; 0.0142857; 10000; 5.00383e+08; 3.66635e+08; 26.7291; 3.6733e+08; 26.5902
7; 0.0142857; 10000; 4.98735e+08; 3.79658e+08; 23.8759; 3.80353e+08; 23.7365
7; 0.0142857; 10000; 5.00547e+08; 4.96838e+08; 0.74104; 4.97533e+08; 0.60219
7; 0.0142857; 10000; 5.00236e+08; 4.41315e+08; 11.7786; 4.4201e+08; 11.6397
7; 0.0142857; 10000; 5.00883e+08; 4.70935e+08; 5.97918; 4.7163e+08; 5.84042
7; 0.0142857; 10000; 5.00819e+08; 4.89951e+08; 2.17005; 4.90646e+08; 2.03127
7; 0.0142857; 10000; 5.0001e+08; 4.61045e+08; 7.7928; 4.6174e+08; 7.6538
